,id,orig_c1,orig_c2,c1,c2,c3,formula_combined,chemical_formula,x,y,z,sphericity,shape,area/volume,max/min,space_group_core,space_group_shell,crystal_structure,coer_oe,sat_em_g,mr (emu/g),exc_bias_oe,ver_shift_emu_g,temperature_k,fc_field_t,h_range_max_koe,mass_ratio,exc_dir,ver_s_dir,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant,Crystalline,MAE,Curie temperature (K),exchange constant (J/m) *10^-12,Electronegativity core,Demagnetization factors (Nd),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g)
424,425,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,5033.95,30.17,15.932,101.55,0,25,0,20,11,0,1,,,,,,,,,,,,,
425,426,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,3534,30.5,14.9,127.295,0,50,0,20,11,0,1,,,,,,,,,,,,,
426,427,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,2746.15,30.5,13.9,101.65,0,75,0,20,11,0,1,,,,,,,,,,,,,
427,428,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,2161.55,30,12.288,76.25,0,100,0,20,11,0,1,,,,,,,,,,,,,
428,429,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,1525.8,30.25,11.61,101,0,125,0,20,11,0,1,,,,,,,,,,,,,
429,430,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,941.295,30.339,10.763,76.9,0,150,0,20,11,0,1,,,,,,,,,,,,,
430,431,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,457.615,29.32,9.326,50.845,0,200,0,20,11,0,1,,,,,,,,,,,,,
431,432,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,511.664,27.967,6.5,25.559,0,250,0,20,11,0,1,,,,,,,,,,,,,
432,433,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,327.873,26.187,6,0.199,0,300,0,20,11,0,1,,,,,,,,,,,,,
433,434,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,6785.7825,32.9,22.82,2755.17,0,5,5,20,7,0,1,,,,,,,,,,,,,
434,435,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,5255.674,30.85,20.17,918.639,0,25,1,20,7,0,1,,,,,,,,,,,,,
435,436,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,3724.686,31.538,16.4,407.967,0,50,1,20,7,0,1,,,,,,,,,,,,,
436,437,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,2882.653,30.427,15.213,178.571,0,75,5,20,7,0,1,,,,,,,,,,,,,
437,438,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,2168.6,30.34,13.675,25.2,0,100,1,20,7,0,1,,,,,,,,,,,,,
438,439,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,1505.05,30.3,12.393,76.55,0,125,1,20,7,0,1,,,,,,,,,,,,,
439,440,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,944.54,30.17,11.368,25.46,0,150,5,20,7,0,1,,,,,,,,,,,,,
440,441,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,433.5,29.144,7.752,76.5,0,200,5,20,7,0,1,,,,,,,,,,,,,
441,442,Fe3O4,MgO,Fe3 O4,Mg1 O1,Fe2 Co1 O4,Mg1 Fe5 Co1 O9,"['Fe3O4', 'MgO', 'CoFe2O4']",29,29,29,0.805995977,3,0.2068965517,1,227,225,7,0,27.606,9.061,25.559,0,250,1,20,7,0,1,,,,,,,,,,,,,
442,443,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],6.8,6.8,6.8,1.000000282,1,0.4411764706,1,213,0,3,11898.92,53.06,26.621,1253.696,0,5,5,50,59,0,1,,,,,,,,,,,,,
443,444,Co,Fe2O3,Co1,Fe2 O3,,Fe2 Co1 O3,"['Co', 'Fe2O3']",6.8,6.8,6.8,1.000000282,1,0.4411764706,1,194,213,15,8798.29,50.74,26.621,1478.24,0,5,5,50,46,0,1,,,,,,,,,,,,,
444,445,Co,Fe2O3,Co1,Fe2 O3,,Fe2 Co1 O3,"['Co', 'Fe2O3']",6.8,6.8,6.8,1.000000282,1,0.4411764706,1,194,213,15,1634.436,45.3059,25.577,223.87,0,5,5,50,46,0,1,,,,,,,,,,,,,
445,446,Co,Fe2O3,Co1,Fe2 O3,,Fe2 Co1 O3,"['Co', 'Fe2O3']",6.8,6.8,6.8,1.000000282,1,0.4411764706,1,194,213,15,873.4,43.4355,22.55,13.282,0,5,5,50,46,0,1,,,,,,,,,,,,,
446,447,Fe3O4,CoFe2O4,Fe3 O4,Fe2 Co1 O4,,Fe5 Co1 O8,"['Fe3O4', 'CoFe2O4']",7.2,7.2,7.2,1.000000282,1,0.4166666667,1,227,227,7,26100,67,25.97665,90,0,5,7,75,54,0,1,,,,,,,,,,,,,
447,448,Fe3O4,CoFe2O4,Fe3 O4,Fe2 Co1 O4,,Fe5 Co1 O8,"['Fe3O4', 'CoFe2O4']",13.3,13.3,13.3,1.000000282,1,0.2255639098,1,227,227,7,21700,63,29.0058,50,0,5,7,75,54,0,1,,,,,,,,,,,,,
448,449,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",10.9,10.9,10.9,1.000000282,1,0.2752293578,1,227,225,7,15300,46,26.2542,2000,0,5,7,75,48,0,1,,,,,,,,,,,,,
449,450,CoFe2O4,,Fe2 Co1 O4,,,Fe2 Co1 O4,['CoFe2O4'],6.91,6.91,6.91,1.000000282,1,0.4341534009,1,227,0,7,13200,98.5,46.295,833,0,5,4.8,50,39,0,1,,,,,,,,,,,,,
450,451,CoFe2O4,NiFe2O4,Fe2 Co1 O4,Fe2 Ni1 O4,,Fe4 Co1 Ni1 O8,"['CoFe2O4', 'NiFe2O4']",11,11,11,1.000000282,1,0.2727272727,1,227,227,7,8310,83.3,50.8,961.2,0,5,3.8,50,41,0,1,,,,,,,,,,,,,
451,452,NiFe2O4,,Fe2 Ni1 O4,,,Fe2 Ni1 O4,['NiFe2O4'],84.2,84.2,84.2,1.000000282,1,0.03562945368,1,227,0,7,251,75.3,15.813,280.8268,0,5,2.114,50,42,0,1,,,,,,,,,,,,,
452,453,NiFe2O4,CoFe2O4,Fe2 Ni1 O4,Fe2 Co1 O4,,Fe4 Co1 Ni1 O8,"['NiFe2O4', 'CoFe2O4']",12,12,12,1.000000282,1,0.25,1,227,227,7,3010,86.3,38.835,830,0,5,5.6,50,41,0,1,,,,,,,,,,,,,
453,454,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",4,4,4,1.000000282,1,0.75,1,227,161,6,3230,6.7,2.18,1020,0.845,5,5,50,18,0,1,,,,,,,,,,,,,
454,455,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",5,5,5,1.000000282,1,0.6,1,227,161,6,3100,7.2,2.045,1030,0.676,5,5,50,18,0,1,,,,,,,,,,,,,
455,456,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",6,6,6,1.000000282,1,0.5,1,227,161,6,3370,7.5,2.45,1110,0.591,5,5,50,18,0,1,,,,,,,,,,,,,
456,457,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",6,6,6,1.000000282,1,0.5,1,227,161,6,3100,8.3,3.06,1110,0.92957,5,5,50,18,0,1,,,,,,,,,,,,,
457,458,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",4,4,4,1.000000282,1,0.75,1,227,161,6,546,4.3,0.77,0,0,300,0,50,18,1,1,,,,,,,,,,,,,
458,459,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",5,5,5,1.000000282,1,0.6,1,227,161,6,559,4.5,0.648,0,0,300,0,50,18,1,1,,,,,,,,,,,,,
459,460,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",6,6,6,1.000000282,1,0.5,1,227,161,6,556,4.7,0.703,0,0,300,0,50,18,1,1,,,,,,,,,,,,,
460,461,MnFe2O4,Fe2O3,Mn1 Fe2 O4,Fe2 O3,,Mn1 Fe4 O7,"['MnFe2O4', 'Fe2O3']",6,6,6,1.000000282,1,0.5,1,227,161,6,533,5,0.77,0,0,300,0,50,18,1,1,,,,,,,,,,,,,
461,462,Fe3O4,,Fe3 O4,,,Fe3 O4,['Fe3O4'],18,18,18,1.000000282,1,0.1666666667,1,227,0,3,400,80.88,19.35,769,0,5,5,20,62,0,1,,,,,,,,,,,,,
462,463,Fe5C2,Fe3O4,Fe5 C2,Fe3 O4,,Fe8 C2 O4,"['Fe5C2', 'Fe3O4']",15,15,15,1.000000282,1,0.2,1,15,227,18,1700,109,100,280,0,5,5,20,72,0,1,,,,,,,,,,,,,
463,464,Fe5C2,,Fe5 C2,,,Fe5 C2,['Fe5C2'],12,12,12,1.000000282,1,0.25,1,15,0,17,1400,122.8,100,147,0,5,5,20,76,0,1,,,,,,,,,,,,,
464,465,Fe3O4,,Fe3 O4,,,Fe3 O4,['Fe3O4'],18,18,18,1.000000282,1,0.1666666667,1,227,0,3,0,73.3,6,0,0,300,0,20,62,1,1,,,,,,,,,,,,,
465,466,Fe5C2,Fe3O4,Fe5 C2,Fe3 O4,,Fe8 C2 O4,"['Fe5C2', 'Fe3O4']",15,15,15,1.000000282,1,0.2,1,15,227,18,650,75,81.81,0,0,300,0,20,72,1,1,,,,,,,,,,,,,
466,467,Fe5C2,,Fe5 C2,,,Fe5 C2,['Fe5C2'],12,12,12,1.000000282,1,0.25,1,15,0,17,850,108,60.6,0,0,300,0,20,76,1,1,,,,,,,,,,,,,
467,468,FeNi3,,Fe1 Ni3,,,Fe1 Ni3,['FeNi3'],14.5,14.5,14.5,1.000000282,1,0.2068965517,1,221,0,3,414,94,22.8711,1115.58,0,5,3,30,25,0,1,,,,,,,,,,,,,
468,469,FeNi3,Mo,Fe1 Ni3,Mo1,,Fe1 Ni3 Mo1,"['FeNi3', 'Mo']",21.72,21.72,21.72,1.000000282,1,0.138121547,1,221,229,7,174,57,14.8672,188.886,0,5,3,30,19,0,1,,,,,,,,,,,,,
469,470,Fe2.2C,,Fe11 C5,,,Fe11 C5,['Fe2.2C'],14.8,14.8,14.8,0.805995977,3,0.4054054054,1,182,0,14,742,183,9.18118,300.678,0,5,3,30,75,0,1,,,,,,,,,,,,,
470,471,Fe2.2C,Mo,Fe11 C5,Mo1,,Fe11 Mo1 C5,"['Fe2.2C', 'Mo']",19.06,19.06,19.06,1.000000282,1,0.1573976915,1,58,229,20,423,162,44.874,110.78,0,300,0,30,71,0,1,,,,,,,,,,,,,
471,472,Fe2.2C,,Fe11 C5,,,Fe11 C5,['Fe2.2C'],15.32,15.32,15.32,0.805995977,3,0.3916449086,1,182,0,14,605,108,17.03016,305.046,0,5,3,30,75,0,1,,,,,,,,,,,,,
472,473,Fe2.2C,Mo,Fe11 C5,Mo1,,Fe11 Mo1 C5,"['Fe2.2C', 'Mo']",14.54,14.54,14.54,1.000000282,1,0.2063273728,1,58,229,20,247,97,30.498,101.809,0,300,0,30,71,0,1,,,,,,,,,,,,,
473,474,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,7160.19,122.7,98,1756.75,11.029,10,5,20,74,0,1,,,,,,,,,,,,,
474,475,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,6483.63,116.78,86,803.95,4.54,50,5,20,74,0,1,,,,,,,,,,,,,
475,476,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,5296.52,109,77.67,211.8065,0,100,5,20,74,0,1,,,,,,,,,,,,,
476,477,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,4068,110.79,69.88,126.63,0,150,5,20,74,0,1,,,,,,,,,,,,,
477,478,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,3262.816,112.49,66.47,128.528,0,200,5,20,74,0,1,,,,,,,,,,,,,
478,479,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",12,12,12,1.000000282,1,0.25,1,194,225,15,1991.5,118.45,66.96,43.5,0,300,5,20,74,0,1,,,,,,,,,,,,,
479,480,La2Fe2O6,CoFe2O4,La2 Fe2 O6,Fe2 Co1 O4,,La2 Fe4 Co1 O10,"['La2Fe2O6', 'CoFe2O4']",17.5,17.5,17.5,1.000000282,1,0.1714285714,1,62,227,20,378,13.501,2.0785,0,0,300,0,25,34,1,1,,,,,,,,,,,,,
480,481,La2Fe2O6,CoFe2O4,La2 Fe2 O6,Fe2 Co1 O4,,La2 Fe4 Co1 O10,"['La2Fe2O6', 'CoFe2O4']",27.5,27.5,27.5,1.000000282,1,0.1090909091,1,62,227,20,459,11.105,1.576,0,0,300,0,25,34,1,1,,,,,,,,,,,,,
481,482,La2Fe2O6,CoFe2O4,La2 Fe2 O6,Fe2 Co1 O4,,La2 Fe4 Co1 O10,"['La2Fe2O6', 'CoFe2O4']",31,31,31,1.000000282,1,0.09677419355,1,62,227,20,1560,20.365,9.4571,0,0,300,0,25,34,1,1,,,,,,,,,,,,,
482,483,CoO,Co,Co1 O1,Co1,,Co2 O1,"['CoO', 'Co']",50,50,50,1.000000282,1,0.06,1,225,194,8,395.247,63.415,52.2,50.685,0,5,5,50,74,0,1,,,,,,,,,,,,,
483,484,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",62,62,62,1.000000282,1,0.04838709677,1,225,194,8,1111.3855,21.14,29.26,253.3855,0,5,5,50,74,0,1,,,,,,,,,,,,,
484,485,CoO,Co,Co1 O1,Co1,,Co2 O1,"['CoO', 'Co']",70,70,70,1.000000282,1,0.04285714286,1,225,194,8,952.618,16.9,6.725,141.772,0.465,5,5,50,74,0,1,,,,,,,,,,,,,
485,486,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",76,76,76,1.000000282,1,0.03947368421,1,225,194,8,1155.295,15.938,5.427,175.635,0.386,5,5,50,74,0,1,,,,,,,,,,,,,
486,487,CoO,Co,Co1 O1,Co1,,Co2 O1,"['CoO', 'Co']",82,82,82,1.000000282,1,0.03658536585,1,225,194,8,952.612,15,4.614,148.635,0.386,5,5,50,74,0,1,,,,,,,,,,,,,
487,488,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",88,88,88,1.000000282,1,0.03409090909,1,225,194,8,986.3925,14.96,4.39,162.1195,0.406,5,5,50,74,0,1,,,,,,,,,,,,,
488,489,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",8.48,8.48,,1.000000282,1,0.3537735849,1,227,225,7,8895.3,46.3912,28.3912,5753.62,0.05192,10,0.2,80,48,0,1,,,,,,,,,,,,,
489,490,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",8.52,8.52,,1.000000282,1,0.3521126761,1,227,225,7,10174.58,46.8672,28.2552,8310.58,0.05192,10,0.5,80,48,0,1,,,,,,,,,,,,,
490,491,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",11.94,11.94,,1.000000282,1,0.2512562814,1,227,225,7,10814.11,46.8672,28.2568,9418.761,0.33052,10,1,80,48,0,1,,,,,,,,,,,,,
491,492,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",11.94,11.94,,1.000000282,1,0.2512562814,1,227,225,7,11279.07,46.8672,28.2568,9573.644,0.33052,10,2,80,48,0,1,,,,,,,,,,,,,
492,493,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",9.36,9.36,,1.000000282,1,0.3205128205,1,227,225,7,11744.25,57.4624,36.1948,8410.92,0.05192,10,5,80,48,0,1,,,,,,,,,,,,,
493,494,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",10.72,10.72,,1.000000282,1,0.2798507463,1,227,225,7,1956.331,29.9736,0.05678,1369.513,0,100,2,80,48,0,1,,,,,,,,,,,,,
494,495,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",9.88,9.88,,1.000000282,1,0.3036437247,1,227,225,7,499.93,42.3878,0.68868,57.07,0,200,2,80,48,0,1,,,,,,,,,,,,,
495,496,Fe3O4,CoO,Fe3 O4,Co1 O1,,Fe3 Co1 O5,"['Fe3O4', 'CoO']",10.84,10.84,,1.000000282,1,0.2767527675,1,227,225,7,182.12,32.9494,0.65306,0,0,300,2,80,48,1,1,,,,,,,,,,,,,
496,497,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,9025,0.7025,0.057,1375,0.008,300,1,80,51,0,1,,,,,,,,,,,,,
497,498,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,8025,0.6849,0.051,1125,0,300,2,80,51,0,1,,,,,,,,,,,,,
498,499,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,7875,0.6849,0.049,1125,0.002,300,3,80,51,0,1,,,,,,,,,,,,,
499,500,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,7725,0.704,0.049,1175,0.002,300,4,80,51,0,1,,,,,,,,,,,,,
500,501,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,7550,0.6849,0.047,1000,0.004,300,5,80,51,0,1,,,,,,,,,,,,,
501,502,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,7300,0.708,0.0485,1050,0.006,300,6,80,51,0,1,,,,,,,,,,,,,
502,503,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,9215.75,0.71,0.0489,393.25,0.0028,300,6.5,80,51,0,1,,,,,,,,,,,,,
503,504,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,849.26,0.45,0.016,213,0,300,0,50,51,0,1,,,,,,,,,,,,,
504,505,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,3188.679,0.62,0.042,5653,0,300,0,60,51,0,1,,,,,,,,,,,,,
505,506,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,2754.78,0.55,0.028,518,0.067,300,1,50,51,0,1,,,,,,,,,,,,,
506,507,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],66,66,66,0.5166432673,2,0.1022727273,1,62,0,19,3188.7,0.6,0.0445,2920,0.0295,300,1,60,51,0,1,,,,,,,,,,,,,
507,508,FeF2,Fe,Fe1 F2,Fe1,,Fe2 F2,"['FeF2', 'Fe']",4.3,4.3,4.3,1.000000282,1,0.6976744186,1,229,136,11,10778.3,78.096,58.1182,1580,3.5438,10,5,20,66,0,1,,,,,,,,,,,,,
508,509,FeF2,Fe,Fe1 F2,Fe1,,Fe2 F2,"['FeF2', 'Fe']",4.87,4.87,4.87,1.000000282,1,0.6160164271,1,229,136,11,10707.57,69.88,38.366,990,1.632,10,70,20,66,0,0,,,,,,,,,,,,,
509,510,CoP,,Co1 P1,,,Co1 P1,['CoP'],7.1,7.1,7.1,1.000000282,1,0.4225352113,1,123,0,21,1025.62,33.7,24.565,153.48,0,300,2,20,57,0,1,,,,,,,,,,,,,
510,511,CoP,,Co1 P1,,,Co1 P1,['CoP'],7.1,7.1,7.1,1.000000282,1,0.4225352113,1,123,0,21,1358.528,36.4,20.869,75.873,0,300,2,20,57,1,1,,,,,,,,,,,,,
511,512,CoP,,Co1 P1,,,Co1 P1,['CoP'],7.1,7.1,7.1,1.000000282,1,0.4225352113,1,123,0,21,4255,36.8,25,0,0,300,2,20,57,1,1,,,,,,,,,,,,,
512,513,CoP,,Co1 P1,,,Co1 P1,['CoP'],7.1,7.1,7.1,1.000000282,1,0.4225352113,1,225,0,3,9355.89,43.6,25,76.89,0,300,2,20,57,1,1,,,,,,,,,,,,,
513,514,CoP,,Co1 P1,,,Co1 P1,['CoP'],7.1,7.1,7.1,1.000000282,1,0.4225352113,1,225,0,3,14021.056,46.8,26,487.043,0,300,2,20,57,0,1,,,,,,,,,,,,,
514,515,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1875.236,7.45,0.767,1662.94,0.767,5,5,60,49,1,1,,,,,,,,,,,,,
515,516,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1398.6,6.0563,0.6705,1220.4,0.6705,5,5,60,49,1,1,,,,,,,,,,,,,
516,517,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1260.329,18.7163,10.9571,1116.53,0.5171,5,5,60,49,1,1,,,,,,,,,,,,,
517,518,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1229.76,18.7163,10.9571,1029.63,0.5171,5,5,60,49,1,1,,,,,,,,,,,,,
518,519,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1229.76,6.0563,0.5855,1002.68,0.5855,5,5,60,49,1,1,,,,,,,,,,,,,
519,520,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1147.63,18.7163,10.9571,960.57,0.5171,5,5,60,49,1,1,,,,,,,,,,,,,
520,521,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",17,17,17,1.000000282,1,0.1764705882,1,227,225,3,1055.43,7.25,0.5625,949.12,0.5625,5,5,60,49,1,1,,,,,,,,,,,,,
521,522,LaFeO3,NiO,La1 Fe1 O3,Ni1 O1,,La1 Fe1 Ni1 O4,"['LaFeO3', 'NiO']",40,40,40,1.000000282,1,0.075,1,62,225,20,1895.759,1.3,0.17,1895,0.18,5,6,60,36,0,1,,,,,,,,,,,,,
522,523,LaFeO3,NiO,La1 Fe1 O3,Ni1 O1,,La1 Fe1 Ni1 O4,"['LaFeO3', 'NiO']",40,40,40,1.000000282,1,0.075,1,62,225,20,1907.9,1.259,0.16,1907.9,0.16,10,6,60,36,0,1,,,,,,,,,,,,,
523,524,LaFeO3,NiO,La1 Fe1 O3,Ni1 O1,,La1 Fe1 Ni1 O4,"['LaFeO3', 'NiO']",35,35,35,1.000000282,1,0.08571428571,1,62,225,20,1061.3475,2.2,0.1335,730,0.0895,50,0,60,36,0,1,,,,,,,,,,,,,
524,525,LaFeO3,NiO,La1 Fe1 O3,Ni1 O1,,La1 Fe1 Ni1 O4,"['LaFeO3', 'NiO']",35,35,35,1.000000282,1,0.08571428571,1,62,225,20,312.8775,0.838,0.0695,75,0.017,300,0,60,36,0,1,,,,,,,,,,,,,
525,526,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],23,23,23,1.000000282,1,0.1304347826,1,62,0,19,787.0852,1.466734,0.2723,820,0.11,5,6,60,51,0,1,,,,,,,,,,,,,
526,527,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],20,20,20,1.000000282,1,0.15,1,225,0,19,2202.7848,45.7727,29.3106,900,0.031,5,6,60,69,0,1,,,,,,,,,,,,,
527,528,LaFeO3,NiO,La1 Fe1 O3,Ni1 O1,,La1 Fe1 Ni1 O4,"['LaFeO3', 'NiO']",40,40,40,1.000000282,1,0.075,1,62,225,20,1082.76,1.5145,0.1445,656.76,0.054,5,1,60,36,0,1,,,,,,,,,,,,,
