Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),link,Core_composition_formula,length,width,depth
0.010,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.946,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.jtice.2017.12.011,Fe3O4,590.000,590.000,590.000
0.470,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.479,0.693,0.513,1.322,5.429,0.288,4.369,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano10020313,Fe3O4,10.000,10.000,10.000
0.095,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,2.823,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C7NJ00292K,Fe3O4,30.000,30.000,30.000
0.095,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,2.823,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C7NJ00292K,Fe3O4,30.000,30.000,30.000
0.182,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.471,0.693,0.513,1.322,5.429,0.288,2.823,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C7NJ00292K,Fe3O4,15.000,15.000,15.000
0.182,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,2.823,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C7NJ00292K,Fe3O4,15.000,15.000,15.000
0.113,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.851,0.000,0.000,0.405,0.000,https://doi.org/10.1002/chem.201101191,Fe3O4,25.000,25.000,25.000
0.113,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.851,0.000,0.000,0.405,0.000,https://doi.org/10.1002/chem.201101191,Fe3O4,25.000,25.000,25.000
0.262,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.779,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,1.934,9.616,0.043,0.405,0.000,https://doi.org/10.1021/cm8031863,Fe3O4,20.000,20.000,20.000
0.019,1.193,0.000,0.000,0.728,9.306,4.654,9.306,10.779,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,2.099,9.980,0.043,0.405,0.000,https://doi.org/10.1021/cm8031863,Fe3O4,310.000,135.000,135.000
0.019,1.193,0.000,0.000,0.728,9.306,4.654,9.306,10.779,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,2.243,10.335,0.664,0.405,0.000,https://doi.org/10.1021/cm8031863,Fe3O4,310.000,135.000,135.000
0.005,0.693,0.000,0.000,0.606,10.810,10.930,11.518,10.391,0.000,13.557,6.144,0.693,2.009,1.315,5.220,0.288,3.752,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.jtice.2017.12.011,Fe3O4CeO2,630.000,630.000,630.000
0.005,0.693,0.000,0.000,0.606,10.810,10.930,11.518,10.391,0.000,13.557,6.144,0.693,2.009,1.315,5.220,0.288,3.752,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.jtice.2017.12.011,Fe3O4CeO2,630.000,630.000,630.000
0.001,0.693,0.000,0.000,0.871,10.043,8.007,9.306,10.104,0.000,13.557,6.059,0.693,0.326,1.327,4.749,0.288,2.246,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.procbio.2019.05.014,Fe3O4MnO2,2000.000,2000.000,2000.000
0.001,0.693,0.000,0.000,0.871,10.043,8.007,9.306,10.104,0.000,13.557,6.059,0.693,0.326,1.327,4.749,0.288,2.246,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.procbio.2019.05.014,Fe3O4MnO2,2000.000,2000.000,2000.000
0.105,0.693,0.000,0.000,0.728,11.424,4.654,9.306,10.758,0.000,11.205,6.574,0.693,0.333,1.293,5.429,0.288,4.022,0.000,0.000,0.405,0.000,https://doi.org/10.1002/chem.201101191,Fe3O4Si,27.000,27.000,27.000
0.105,0.693,0.000,0.000,0.728,11.424,4.654,9.306,10.758,0.000,11.205,6.574,0.693,0.333,1.293,5.429,0.288,4.022,0.000,0.000,0.405,0.000,https://doi.org/10.1002/chem.201101191,Fe3O4Si,27.000,27.000,27.000
0.001,3.045,0.000,0.000,0.606,10.810,10.956,11.518,10.391,0.000,13.557,4.836,0.693,2.009,1.353,1.099,0.288,6.621,6.621,0.199,0.284,0.004,https://doi.org/10.1016/j.snb.2016.04.041,FeV2O4,2000.000,100.000,100.000
0.001,3.045,0.000,0.000,0.606,10.810,10.956,11.518,10.391,0.000,13.557,4.836,0.693,2.009,1.353,1.099,0.288,6.621,6.621,0.069,0.284,0.004,https://doi.org/10.1016/j.snb.2016.04.041,FeV2O4,2000.000,100.000,100.000
0.379,0.693,0.000,0.000,0.711,9.306,4.654,9.306,9.952,0.000,11.849,6.486,0.693,0.113,1.310,5.429,0.288,4.174,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.1Mn0.9Fe2O4,13.000,13.000,13.000
0.379,0.693,0.000,0.000,0.711,9.306,4.654,9.306,9.952,0.000,11.849,6.486,0.693,0.113,1.310,5.429,0.288,4.174,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.1Mn0.9Fe2O4,13.000,13.000,13.000
0.357,0.693,0.000,0.000,0.675,10.021,11.071,9.306,10.096,0.000,13.557,6.486,0.693,0.113,1.308,5.429,0.288,4.343,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.3Mn0.7Fe2O4,14.000,14.000,14.000
0.357,0.693,0.000,0.000,0.675,10.021,11.071,9.306,10.096,0.000,13.557,6.486,0.693,0.113,1.308,5.429,0.288,4.343,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.3Mn0.7Fe2O4,14.000,14.000,14.000
0.405,0.693,0.000,0.000,0.657,11.036,10.930,9.372,11.333,0.000,13.557,6.486,0.693,0.124,1.307,5.429,0.288,4.203,0.000,0.000,0.346,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.4Mn0.6Fe2O4,12.000,12.000,12.000
0.405,0.693,0.000,0.000,0.657,11.036,10.930,9.372,11.333,0.000,13.557,6.486,0.693,0.124,1.307,5.429,0.288,4.203,0.000,0.000,0.346,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.4Mn0.6Fe2O4,12.000,12.000,12.000
0.435,0.693,0.000,0.000,0.638,10.075,10.930,9.306,9.547,0.000,13.557,6.486,0.693,0.113,1.306,5.429,0.288,4.112,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.5Mn0.5Fe2O4,11.000,11.000,11.000
0.435,0.693,0.000,0.000,0.638,10.075,10.930,9.306,9.547,0.000,13.557,6.486,0.693,0.113,1.306,5.429,0.288,4.112,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.matchemphys.2022.126295,Mg0.5Mn0.5Fe2O4,11.000,11.000,11.000
0.014,0.693,0.000,0.000,0.981,11.035,11.995,9.619,10.564,0.000,14.798,6.571,0.693,,1.302,5.429,0.288,4.256,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,MgFe2O4,220.000,220.000,220.000
0.014,0.693,0.000,0.000,0.981,11.035,11.995,9.619,10.564,0.000,14.798,6.571,0.693,,1.302,5.429,0.288,4.256,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,MgFe2O4,220.000,220.000,220.000
0.014,0.693,0.000,0.000,0.981,11.035,11.995,9.619,10.564,0.000,14.798,6.571,0.693,,1.302,5.429,0.288,4.256,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,MgFe2O4,220.000,220.000,220.000
0.194,0.693,0.000,0.000,0.638,10.075,10.930,9.306,9.952,0.000,13.557,6.453,0.693,0.113,1.313,5.429,0.288,3.741,0.631,2.214,0.405,0.004,https://doi.org/10.1007/s10854-021-05946-y,Mn0.5Zn0.5Fe2O4,14.000,14.000,14.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.078,0.693,2.197,,0.728,8.294,8.102,9.306,10.933,0.000,8.851,6.347,0.693,0.113,1.311,5.429,0.288,4.331,0.223,3.045,0.405,0.000,https://doi.org/10.1021/acsami.8b22600,Mn1Fe2O4,37.000,37.000,37.000
0.351,0.693,0.000,0.000,0.728,12.055,7.468,11.970,10.474,0.693,8.851,6.353,0.693,2.583,1.311,4.060,0.288,3.970,3.818,0.419,2.313,0.000,https://doi.org/10.1007/s10856-015-5466-7,Mn1Fe2O4,7.130,7.130,7.130
0.560,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.583,1.311,5.429,0.288,4.209,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,4.000,4.000,4.000
0.172,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.583,1.311,5.429,0.288,4.017,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,16.000,16.000,16.000
0.154,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.325,1.311,5.429,0.288,3.784,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,18.000,18.000,18.000
0.105,0.693,0.000,0.000,1.253,12.055,8.102,13.659,10.933,0.000,8.851,6.353,0.693,1.975,1.311,5.429,0.288,2.981,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,27.000,27.000,27.000
0.560,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.583,1.311,5.429,0.288,4.209,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,4.000,4.000,4.000
0.172,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.583,1.311,5.429,0.288,4.017,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,16.000,16.000,16.000
0.154,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.325,1.311,5.429,0.288,3.784,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,18.000,18.000,18.000
0.105,0.693,0.000,0.000,1.253,12.055,8.102,13.659,10.933,0.000,8.851,6.353,0.693,1.975,1.311,5.429,0.288,2.981,0.000,0.000,0.284,0.000,https://doi.org/10.1039/C5DT01585E,MnFe2O4,27.000,27.000,27.000
0.668,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.353,0.693,2.583,1.311,5.429,0.288,3.810,0.000,0.000,0.284,0.000,https://doi.org/10.1016/j.colsurfa.2021.126585,MnFe2O4,3.160,3.160,3.160
0.020,0.693,0.000,0.000,1.253,12.055,8.102,9.306,10.933,0.000,8.851,6.353,0.693,0.513,1.311,5.429,0.288,3.918,6.914,2.990,0.405,0.000,https://doi.org/10.1002/asia.201500942,MnFe2O4,150.000,150.000,150.000
0.511,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,4.137,4.004,1.686,0.284,0.000,Работа ани,MnFe2O4,4.500,4.500,4.500
0.619,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,4.354,4.864,2.128,0.284,0.000,Работа ани,MnFe2O4,3.500,3.500,3.500
0.916,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,4.086,4.748,1.308,0.284,0.000,Работа ани,MnFe2O4,2.000,2.000,2.000
0.916,0.693,0.000,0.000,1.253,12.206,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,3.395,4.341,0.405,0.284,0.000,Работа ани,MnFe2O4,2.000,2.000,2.000
1.099,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,3.314,5.534,1.065,0.284,0.000,Работа ани,MnFe2O4,1.500,1.500,1.500
1.099,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,3.059,5.033,0.531,0.284,0.000,Работа ани,MnFe2O4,1.500,1.500,1.500
0.916,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,3.852,4.031,0.642,0.284,0.000,Работа ани,MnFe2O4,2.000,2.000,2.000
0.788,0.693,0.000,0.000,1.253,12.055,8.102,13.665,10.933,0.000,8.851,6.491,0.693,2.583,1.311,5.429,0.288,3.030,4.843,0.405,0.284,0.000,Работа ани,MnFe2O4,2.500,2.500,2.500
0.036,0.693,0.000,0.000,0.600,2.439,10.930,9.306,6.669,0.000,13.557,6.479,0.693,0.113,1.320,5.429,0.288,4.358,0.000,0.000,0.405,0.004,https://doi.org/10.1016/j.jallcom.2022.167241,Ni0.5Zn0.5Fe2O4,83.000,83.000,83.000
0.606,0.693,1.609,,0.621,10.953,5.303,11.970,6.446,0.000,13.919,6.441,0.693,2.583,1.321,5.429,0.288,3.459,2.079,0.148,0.145,0.001,https://doi.org/10.1016/j.matchemphys.2021.124546,Ni0.65Zn0.35Fe0.05Fe2O4,3.600,3.600,3.600
0.606,0.693,1.609,,0.562,10.953,5.303,11.970,6.446,0.000,13.919,6.441,0.693,2.583,1.321,5.429,0.288,3.459,2.079,0.148,0.145,0.001,https://doi.org/10.1016/j.matchemphys.2021.124546,Ni0.65Zn0.35Fe0.05Fe2O5,3.600,3.600,3.600
0.520,0.693,1.609,,0.514,10.953,5.303,11.970,6.446,0.000,13.919,6.441,0.693,2.583,1.321,5.429,0.288,3.619,3.332,0.571,0.145,0.001,https://doi.org/10.1016/j.matchemphys.2021.124546,Ni0.65Zn0.35Fe0.05Fe2O6,4.400,4.400,4.400
0.520,0.693,1.609,,0.473,10.953,5.303,11.970,6.446,0.000,13.919,6.441,0.693,2.583,1.321,5.429,0.288,3.619,3.332,0.571,0.145,0.001,https://doi.org/10.1016/j.matchemphys.2021.124546,Ni0.65Zn0.35Fe0.05Fe2O7,4.400,4.400,4.400
0.042,0.693,0.000,0.000,0.657,9.705,15.703,9.705,10.840,0.000,13.269,6.293,0.693,,1.325,5.429,0.288,3.816,0.000,0.000,2.062,0.000,https://doi.org/10.1016/j.jallcom.2022.167241,Ni1Fe2O4,70.000,70.000,70.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.095,0.693,2.197,,0.657,8.854,15.703,11.728,8.660,0.000,13.269,6.758,0.693,,1.325,5.429,0.288,4.234,0.247,3.258,2.062,0.000,https://doi.org/10.1021/acsami.8b22600,Ni1Fe2O4,30.000,30.000,30.000
0.315,0.693,0.000,0.000,0.657,9.705,15.703,9.705,10.840,0.693,13.269,6.738,0.693,,1.325,5.429,0.288,2.917,3.046,0.020,2.062,0.000,https://doi.org/10.1007/s10856-015-5466-7,Ni1Fe2O4,8.100,8.100,8.100
0.006,0.693,0.000,0.000,0.996,10.810,10.930,11.518,10.391,0.000,13.557,6.043,0.693,2.009,1.325,5.220,0.288,4.505,6.508,3.270,0.284,0.004,https://doi.org/10.1016/j.jhazmat.2020.123939,NiCo2O4Au0.44,500.000,500.000,500.000
0.006,0.693,0.000,0.000,0.996,10.810,10.930,11.518,10.391,0.000,13.557,6.043,0.693,2.009,1.325,5.220,0.288,4.505,6.508,3.270,0.284,0.004,https://doi.org/10.1016/j.jhazmat.2020.123939,NiCo2O4Au0.44,500.000,500.000,500.000
0.006,0.693,0.000,0.000,0.996,10.810,10.930,11.518,10.391,0.000,13.557,6.043,0.693,2.009,1.325,5.220,0.288,4.505,6.508,3.270,0.284,0.004,https://doi.org/10.1016/j.jhazmat.2020.123939,NiCo2O4Au0.44,500.000,500.000,500.000
0.015,0.693,0.000,0.000,1.153,9.705,15.703,9.705,10.840,0.000,14.798,6.673,0.693,,1.325,5.429,0.288,3.784,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,NiFe2O4,200.000,200.000,200.000
0.015,0.693,0.000,0.000,1.153,9.705,15.703,9.705,10.840,0.000,14.798,6.738,0.693,,1.325,5.429,0.288,3.784,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,NiFe2O4,200.000,200.000,200.000
0.015,0.693,0.000,0.000,1.153,9.705,15.703,9.705,10.840,0.000,14.798,6.738,0.693,,1.325,5.429,0.288,3.784,0.000,0.000,0.284,0.015,https://doi.org/10.1016/j.bios.2014.07.048,NiFe2O4,200.000,200.000,200.000
0.001,4.719,0.000,0.000,0.000,10.810,10.956,11.518,10.391,0.000,13.557,7.310,0.693,2.009,1.100,5.273,0.288,0.476,4.949,4.949,0.284,0.004,https://doi.org/10.1039/C4CC06684G,NiTe,5000.000,45.000,45.000
0.042,0.693,0.000,0.000,0.916,10.131,14.350,9.421,10.258,0.000,13.557,6.834,0.657,,1.307,5.429,0.288,3.746,0.000,3.332,0.405,0.004,https://doi.org/10.1021/acs.chemmater.6b04283,PdFe2O3,70.000,70.000,70.000
0.042,0.693,0.000,0.000,0.916,10.131,14.350,9.421,10.258,0.000,13.557,6.834,0.657,,1.307,5.429,0.288,3.746,0.000,3.332,0.405,0.004,https://doi.org/10.1021/acs.chemmater.6b04283,PdFe2O3,70.000,70.000,70.000
0.042,0.693,0.000,0.000,0.916,10.131,14.350,9.421,10.258,0.000,13.557,6.834,0.657,,1.307,5.429,0.288,3.746,0.000,3.332,0.405,0.004,https://doi.org/10.1021/acs.chemmater.6b04283,PdFe2O3,70.000,70.000,70.000
0.192,0.693,0.000,0.000,0.661,10.279,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.109,1.316,5.429,0.288,3.857,2.014,0.378,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.192,0.693,0.000,0.000,0.661,10.279,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.109,1.316,5.429,0.288,3.857,2.014,0.378,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.192,0.693,0.000,0.000,0.661,10.279,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.109,1.316,5.429,0.288,3.857,2.014,0.378,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.153,0.693,0.000,0.000,0.619,10.392,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.113,1.308,5.429,0.288,3.965,2.210,0.850,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.153,0.693,0.000,0.000,0.619,10.392,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.113,1.308,5.429,0.288,3.965,2.210,0.850,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.153,0.693,0.000,0.000,0.619,10.392,4.654,9.306,12.591,0.000,11.849,6.282,0.693,0.113,1.308,5.429,0.288,3.965,2.210,0.850,2.313,0.000,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.125,0.693,0.000,0.000,0.580,11.099,10.929,12.181,9.701,0.000,14.599,6.277,0.693,2.325,1.301,5.429,0.288,4.576,2.409,0.959,1.728,0.004,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.125,0.693,0.000,0.000,0.580,11.099,10.929,12.181,9.701,0.000,14.599,6.277,0.693,2.325,1.301,5.429,0.288,4.576,2.409,0.959,1.728,0.004,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.125,0.693,0.000,0.000,0.580,11.099,10.929,12.181,9.701,0.000,14.599,6.277,0.693,2.325,1.301,5.429,0.288,4.576,2.409,0.959,1.728,0.004,https://doi.org/10.1016/j.jmmm.2022.169597,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.265,0.693,0.000,0.000,0.711,9.863,2.451,11.590,12.215,0.000,14.524,6.686,0.693,0.157,1.311,5.429,0.288,3.861,0.000,0.000,2.313,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.265,0.693,0.000,0.000,0.711,9.863,2.451,11.590,12.215,0.000,14.524,6.686,0.693,0.157,1.311,5.429,0.288,3.861,0.000,0.000,2.313,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.265,0.693,0.000,0.000,0.711,9.863,2.451,11.590,12.215,0.000,14.524,6.686,0.693,0.157,1.311,5.429,0.288,3.861,0.000,0.000,2.313,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.265,0.693,0.000,0.000,0.711,9.863,2.451,11.590,12.215,0.000,14.524,6.686,0.693,0.157,1.311,5.429,0.288,3.861,0.000,0.000,2.313,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.307,0.693,0.000,0.000,0.693,10.345,5.303,11.712,11.855,0.000,13.325,6.686,0.693,0.111,1.312,5.429,0.288,3.955,0.000,0.000,2.062,0.000,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.307,0.693,0.000,0.000,0.693,10.345,5.303,11.712,11.855,0.000,13.325,6.686,0.693,0.111,1.312,5.429,0.288,3.955,0.000,0.000,2.062,0.000,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.307,0.693,0.000,0.000,0.693,10.345,5.303,11.712,11.855,0.000,13.325,6.686,0.693,0.111,1.312,5.429,0.288,3.955,0.000,0.000,2.062,0.000,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.307,0.693,0.000,0.000,0.693,10.345,5.303,11.712,11.855,0.000,13.325,6.686,0.693,0.111,1.312,5.429,0.288,3.955,0.000,0.000,2.062,0.000,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.361,0.693,0.000,0.000,0.649,9.582,12.028,11.970,9.086,0.693,14.527,5.984,0.693,0.113,1.321,5.429,0.288,4.554,0.000,0.000,0.405,0.011,https://doi.org/10.1039/c6nr01303a,Zn0.3Co0.7Fe2O4,6.900,6.900,6.900
0.377,0.693,0.000,0.000,0.675,10.908,5.303,11.712,11.423,0.000,14.524,6.686,0.693,0.157,1.312,5.429,0.288,3.976,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.377,0.693,0.000,0.000,0.675,10.908,5.303,11.712,11.423,0.000,14.524,6.686,0.693,0.157,1.312,5.429,0.288,3.976,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.377,0.693,0.000,0.000,0.675,10.908,5.303,11.712,11.423,0.000,14.524,6.686,0.693,0.157,1.312,5.429,0.288,3.976,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.377,0.693,0.000,0.000,0.675,10.908,5.303,11.712,11.423,0.000,14.524,6.686,0.693,0.157,1.312,5.429,0.288,3.976,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.400,0.693,0.000,0.000,0.657,11.037,12.028,11.835,10.162,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.976,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
