Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),id,Core_composition_formula,length,width,depth
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
0.421,1.000,0.000,0.000,1.071,172000.000,1650102.000,49100.000,36407.250,1.000,6979.000,573.000,1.000,-5.098,2.710,57.000,0.333,51.990,44.520,0.520,0.328,0.000,<built-in function id>,Mn1Fe2O4,7.130,7.130,7.130
0.750,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,66.300,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,4.000,4.000,4.000
0.187,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,54.550,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,16.000,16.000,16.000
0.167,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,42.990,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,18.000,18.000,18.000
0.111,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,18.700,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,27.000,27.000,27.000
0.750,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,66.300,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,4.000,4.000,4.000
0.187,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,54.550,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,16.000,16.000,16.000
0.167,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,42.990,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,18.000,18.000,18.000
0.111,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,18.700,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,27.000,27.000,27.000
0.949,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,44.170,0.000,0.000,0.156,0.001,<built-in function id>,MnFe2O4,3.160,3.160,3.160
0.020,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,573.000,1.000,0.170,2.710,227.000,0.333,49.300,1005.000,18.890,0.156,0.001,<built-in function id>,MnFe2O4,150.000,150.000,150.000
0.667,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,61.600,53.800,4.400,0.156,0.001,<built-in function id>,MnFe2O4,4.500,4.500,4.500
0.857,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,76.800,128.500,7.400,0.156,0.001,<built-in function id>,MnFe2O4,3.500,3.500,3.500
1.500,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,58.500,114.400,2.700,0.156,0.001,<built-in function id>,MnFe2O4,2.000,2.000,2.000
1.500,1.000,0.000,0.000,2.500,200000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,28.800,75.800,0.500,0.156,0.001,<built-in function id>,MnFe2O4,2.000,2.000,2.000
2.000,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,26.500,252.200,1.900,0.156,0.001,<built-in function id>,MnFe2O4,1.500,1.500,1.500
2.000,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,20.300,152.400,0.700,0.156,0.001,<built-in function id>,MnFe2O4,1.500,1.500,1.500
1.500,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,46.100,55.300,0.900,0.156,0.001,<built-in function id>,MnFe2O4,2.000,2.000,2.000
1.200,1.000,0.000,0.000,2.500,172000.000,3300.000,210000.000,56000.000,0.000,6979.000,658.000,1.000,0.170,2.710,227.000,0.333,19.700,125.800,0.500,0.156,0.001,<built-in function id>,MnFe2O4,2.500,2.500,2.500
0.036,1.000,0.000,0.000,0.821,10.460,1650078.000,12350.000,786.240,0.000,140000.000,650.000,1.000,-4.998,2.743,227.000,0.333,77.100,0.000,0.000,0.500,0.000,<built-in function id>,Ni0.5Zn0.5Fe2O4,83.000,83.000,83.000
0.833,1.000,4.000,-1.248,0.862,11000.000,200.000,158000.000,629.000,0.000,140000.000,626.000,1.000,0.120,2.748,227.000,0.333,30.800,7.000,0.160,0.500,0.000,<built-in function id>,Ni0.65Zn0.35Fe0.05Fe2O4,3.600,3.600,3.600
0.833,1.000,4.000,-1.248,0.755,11000.000,200.000,158000.000,629.000,0.000,140000.000,626.000,1.000,0.120,2.748,227.000,0.333,30.800,7.000,0.160,0.500,0.000,<built-in function id>,Ni0.65Zn0.35Fe0.05Fe2O5,3.600,3.600,3.600
0.682,1.000,4.000,-1.248,0.671,11000.000,200.000,158000.000,629.000,0.000,140000.000,626.000,1.000,0.120,2.748,227.000,0.333,36.300,27.000,0.770,0.500,0.000,<built-in function id>,Ni0.65Zn0.35Fe0.05Fe2O6,4.400,4.400,4.400
0.682,1.000,4.000,-1.248,0.604,11000.000,200.000,158000.000,629.000,0.000,140000.000,626.000,1.000,0.120,2.748,227.000,0.333,36.300,27.000,0.770,0.500,0.000,<built-in function id>,Ni0.65Zn0.35Fe0.05Fe2O7,4.400,4.400,4.400
0.043,1.000,0.000,0.000,0.929,16400.000,6600000.000,16400.000,51000.000,0.000,739244.750,540.000,1.000,-20.900,2.761,227.000,0.333,44.420,0.000,0.000,9.100,0.008,<built-in function id>,Ni1Fe2O4,70.000,70.000,70.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.100,1.000,8.000,-2.850,0.929,7000.000,6600000.000,124000.000,5767.840,0.000,6979.000,860.000,1.000,-20.900,2.761,227.000,0.333,68.000,0.280,25.000,9.100,0.004,<built-in function id>,Ni1Fe2O4,30.000,30.000,30.000
0.370,1.000,0.000,0.000,0.929,16400.000,6600000.000,16400.000,51000.000,1.000,1405000.000,843.000,1.000,-20.900,2.761,227.000,0.333,17.490,20.040,0.020,9.100,0.008,<built-in function id>,Ni1Fe2O4,8.100,8.100,8.100
0.006,1.000,0.000,0.000,1.708,62000.000,177250.000,11000.000,37967.500,0.000,739244.750,420.000,1.000,0.528,2.762,227.000,0.333,89.430,669.560,25.300,0.500,0.008,<built-in function id>,NiCo2O4Au0.44,500.000,500.000,500.000
0.006,1.000,0.000,0.000,1.708,62000.000,177250.000,11000.000,37967.500,0.000,739244.750,420.000,1.000,0.528,2.762,227.000,0.333,89.430,669.560,25.300,0.500,0.008,<built-in function id>,NiCo2O4Au0.44,500.000,500.000,500.000
0.006,1.000,0.000,0.000,1.708,62000.000,177250.000,11000.000,37967.500,0.000,739244.750,420.000,1.000,0.528,2.762,227.000,0.333,89.430,669.560,25.300,0.500,0.008,<built-in function id>,NiCo2O4Au0.44,500.000,500.000,500.000
0.015,1.000,0.000,0.000,2.167,16400.000,6600000.000,16400.000,51000.000,0.000,2670000.000,790.000,1.000,-20.900,2.761,227.000,0.333,43.000,0.000,20.250,9.100,0.015,<built-in function id>,NiFe2O4,200.000,200.000,200.000
0.015,1.000,0.000,0.000,2.167,16400.000,6600000.000,16400.000,51000.000,0.000,2670000.000,843.150,1.000,-20.900,2.761,227.000,0.333,43.000,0.000,20.250,9.100,0.015,<built-in function id>,NiFe2O4,200.000,200.000,200.000
0.015,1.000,0.000,0.000,2.167,16400.000,6600000.000,16400.000,51000.000,0.000,2670000.000,843.150,1.000,-20.900,2.761,227.000,0.333,43.000,0.000,20.250,9.100,0.015,<built-in function id>,NiFe2O4,200.000,200.000,200.000
0.001,111.111,0.000,0.000,0.000,23750.000,55828.000,11000.000,21000.000,0.000,772500.000,1494.000,0.846,0.120,2.005,194.000,0.333,0.610,140.000,140.000,0.500,0.004,<built-in function id>,NiTe,5000.000,45.000,45.000
0.043,1.000,0.000,0.000,1.500,8250.000,8578.000,11000.000,21750.000,0.000,140000.000,928.000,1.000,0.105,2.697,182.000,0.333,41.340,0.000,27.000,0.328,0.000,<built-in function id>,PdFe2O3,70.000,70.000,70.000
0.043,1.000,0.000,0.000,1.500,8250.000,8578.000,11000.000,21750.000,0.000,140000.000,928.000,1.000,0.105,2.697,182.000,0.333,41.340,0.000,27.000,0.328,0.000,<built-in function id>,PdFe2O3,70.000,70.000,70.000
0.043,1.000,0.000,0.000,1.500,8250.000,8578.000,11000.000,21750.000,0.000,140000.000,928.000,1.000,0.105,2.697,182.000,0.333,41.340,0.000,27.000,0.328,0.000,<built-in function id>,PdFe2O3,70.000,70.000,70.000
0.212,1.000,0.000,0.000,0.937,29100.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,1.000,0.120,2.727,227.000,0.333,46.300,6.490,0.460,0.500,0.000,<built-in function id>,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.212,1.000,0.000,0.000,0.937,29100.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,1.000,0.120,2.727,227.000,0.333,46.300,6.490,0.460,0.500,0.000,<built-in function id>,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.212,1.000,0.000,0.000,0.937,29100.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,1.000,0.120,2.727,227.000,0.333,46.300,6.490,0.460,0.500,0.000,<built-in function id>,Tb0.22Fe0.78Fe2O4,14.140,14.140,14.140
0.166,1.000,0.000,0.000,0.857,32600.000,104.000,3000.000,255000.000,0.000,140000.000,727.500,1.000,0.120,2.698,227.000,0.333,51.700,8.120,1.340,0.500,0.000,<built-in function id>,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.166,1.000,0.000,0.000,0.857,32600.000,104.000,3000.000,255000.000,0.000,140000.000,727.500,1.000,0.120,2.698,227.000,0.333,51.700,8.120,1.340,0.500,0.000,<built-in function id>,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.166,1.000,0.000,0.000,0.857,32600.000,104.000,3000.000,255000.000,0.000,140000.000,727.500,1.000,0.120,2.698,227.000,0.333,51.700,8.120,1.340,0.500,0.000,<built-in function id>,Tb0.5Fe0.5Fe2O4,18.120,18.120,18.120
0.134,1.000,0.000,0.000,0.786,66100.000,104.000,11000.000,14446.560,0.000,140000.000,655.000,1.000,0.120,2.672,227.000,0.333,96.100,10.120,1.610,0.500,0.000,<built-in function id>,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.134,1.000,0.000,0.000,0.786,66100.000,104.000,11000.000,14446.560,0.000,140000.000,655.000,1.000,0.120,2.672,227.000,0.333,96.100,10.120,1.610,0.500,0.000,<built-in function id>,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.134,1.000,0.000,0.000,0.786,66100.000,104.000,11000.000,14446.560,0.000,140000.000,655.000,1.000,0.120,2.672,227.000,0.333,96.100,10.120,1.610,0.500,0.000,<built-in function id>,Tb0.75Fe0.25Fe2O4,22.460,22.460,22.460
0.303,1.000,0.000,0.000,1.036,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.395,2.711,227.000,0.333,46.500,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.303,1.000,0.000,0.000,1.036,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.395,2.711,227.000,0.333,46.500,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.303,1.000,0.000,0.000,1.036,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.395,2.711,227.000,0.333,46.500,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.303,1.000,0.000,0.000,1.036,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.395,2.711,227.000,0.333,46.500,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.1Mn0.9Fe2O4,19.800,19.800,19.800
0.359,1.000,0.000,0.000,1.000,31100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.713,227.000,0.333,51.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.359,1.000,0.000,0.000,1.000,31100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.713,227.000,0.333,51.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.359,1.000,0.000,0.000,1.000,31100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.713,227.000,0.333,51.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.359,1.000,0.000,0.000,1.000,31100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.713,227.000,0.333,51.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.2Mn0.8Fe2O4,16.700,16.700,16.700
0.435,1.000,0.000,0.000,0.914,14500.000,104.000,11000.000,8832.000,1.000,140000.000,396.000,1.000,0.120,2.747,227.000,0.333,94.000,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.3Co0.7Fe2O4,6.900,6.900,6.900
0.458,1.000,0.000,0.000,0.964,54600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.714,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.458,1.000,0.000,0.000,0.964,54600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.714,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.458,1.000,0.000,0.000,0.964,54600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.714,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.458,1.000,0.000,0.000,0.964,54600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.714,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.3Mn0.7Fe2O4,13.100,13.100,13.100
0.492,1.000,0.000,0.000,0.929,62100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.716,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.492,1.000,0.000,0.000,0.929,62100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.716,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.492,1.000,0.000,0.000,0.929,62100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.716,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.492,1.000,0.000,0.000,0.929,62100.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,1.000,0.120,2.716,227.000,0.333,52.300,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.531,1.000,0.000,0.000,0.893,65600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,0.999,0.120,2.717,227.000,0.333,56.600,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.531,1.000,0.000,0.000,0.893,65600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,0.999,0.120,2.717,227.000,0.333,56.600,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.531,1.000,0.000,0.000,0.893,65600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,0.999,0.120,2.717,227.000,0.333,56.600,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.531,1.000,0.000,0.000,0.893,65600.000,104.000,3000.000,255000.000,0.000,140000.000,800.000,0.999,0.120,2.717,227.000,0.333,56.600,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.583,1.000,0.000,0.000,0.857,71300.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,0.999,0.120,2.719,227.000,0.333,46.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.583,1.000,0.000,0.000,0.857,71300.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,0.999,0.120,2.719,227.000,0.333,46.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.583,1.000,0.000,0.000,0.857,71300.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,0.999,0.120,2.719,227.000,0.333,46.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.583,1.000,0.000,0.000,0.857,71300.000,104.000,11000.000,21000.000,0.000,140000.000,800.000,0.999,0.120,2.719,227.000,0.333,46.200,0.000,0.000,0.500,0.000,<built-in function id>,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.682,1.000,0.000,0.000,0.821,61900.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.720,227.000,0.333,40.100,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.682,1.000,0.000,0.000,0.821,61900.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.720,227.000,0.333,40.100,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.682,1.000,0.000,0.000,0.821,61900.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.720,227.000,0.333,40.100,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.682,1.000,0.000,0.000,0.821,61900.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.720,227.000,0.333,40.100,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.674,1.000,0.000,0.000,0.786,54800.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.721,227.000,0.333,27.900,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.674,1.000,0.000,0.000,0.786,54800.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.721,227.000,0.333,27.900,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.674,1.000,0.000,0.000,0.786,54800.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.721,227.000,0.333,27.900,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.674,1.000,0.000,0.000,0.786,54800.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.721,227.000,0.333,27.900,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.732,1.000,0.000,0.000,0.750,57100.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.723,227.000,0.333,19.400,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.732,1.000,0.000,0.000,0.750,57100.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.723,227.000,0.333,19.400,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.732,1.000,0.000,0.000,0.750,57100.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.723,227.000,0.333,19.400,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.732,1.000,0.000,0.000,0.750,57100.000,223000.000,11000.000,21000.000,0.000,2670000.000,800.000,0.999,0.120,2.723,227.000,0.333,19.400,0.000,0.000,0.500,0.015,<built-in function id>,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.752,1.000,0.000,0.000,0.714,4300.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,12.200,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,19.500,19.500,19.500
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
